ID,MovieID,Rating
1,1559445,5
1,1723381,5
1,1824586,4
1,2233105,4
1,682963,3
1,2529547,5
1,504620,2
1,1682104,4
1,16272,4
1,2491785,5
1,978412,5
1,2054145,3
1,2444240,3
1,547732,3
1,811790,5
1,31913,4
1,437111,4
1,640588,4
1,2625019,3
1,2605190,5
1,915,5
1,1430587,4
1,2544219,5
1,2603381,5
1,305344,1
1,2569099,1
1,2430356,4
1,885165,4
1,2380806,5
1,1512406,1
1,1774623,4
1,2226525,4
1,2537076,4
1,2060858,4
1,498469,5
1,68033,4
1,1819146,5
1,2088415,4
1,473070,5
1,1823641,5
1,1839976,2
1,14924,5
1,1852606,4
1,453694,5
1,921487,2
1,1022254,5
1,2464081,4
1,1228324,4
1,1563530,4
1,1181170,3
1,1357013,3
1,21722,4
1,288420,5
1,1739170,5
1,2584676,3
1,2013504,4
1,1245176,4
1,269524,3
1,661344,3
1,652324,3
1,2239213,3
1,863302,4
1,758850,4
1,1884755,2
1,544833,3
1,1562707,1
1,810700,5
1,837756,5
1,155164,4
1,493945,5
1,1565175,5
1,2005193,4
1,1605780,4
1,1294335,2
1,608576,4
1,659505,4
1,1604707,4
1,2630797,5
1,402266,5
1,752642,3
1,1906145,4
1,389872,2
1,1462866,2
1,1952116,4
1,54774,4
1,1776980,5
1,1494196,5
1,253794,5
1,1569513,3
1,596728,2
1,1107588,1
1,1133763,3
1,1398076,4
1,1178171,4
1,984369,3
1,2618594,4
1,1653834,4
1,2322840,3
1,2207647,4
1,1994111,4
1,1824044,4
1,2255037,3
1,2056022,3
1,1458179,4
1,1508350,4
1,1168571,5
1,766489,3
1,1424199,5
1,2054180,3
1,448902,5
1,1547173,3
1,1751103,4
1,121073,5
1,2609436,4
1,1398626,2
1,1311231,3
1,2279000,3
1,236921,5
1,2566259,5
1,758937,4
1,2260684,4
1,1190829,4
1,136106,3
1,344753,3
1,568930,5
1,206115,4
1,2390644,3
1,2078679,5
1,1682651,4
1,386915,4
1,972136,3
1,1806515,3
1,11589,3
1,2118461,5
1,444411,3
1,691108,4
1,332401,3
1,1278488,4
1,358776,4
1,387418,1
1,872408,4
1,646098,4
1,396595,5
1,1366860,4
1,1046882,3
1,470861,5
1,1455257,4
1,1274780,3
1,379184,4
1,1273630,4
1,492291,3
1,145873,3
1,1388284,5
1,712610,4
1,1116065,1
1,660499,1
1,1918987,4
1,1357894,3
1,190418,3
1,1060658,3
1,1443203,4
1,1772839,5
1,2385774,3
1,1059319,3
1,831775,4
1,881346,5
1,1066317,4
1,13651,3
1,208920,4
1,308753,5
1,2564257,3
1,565041,4
1,1602153,4
1,173930,4
1,202811,3
1,353369,3
1,1201176,4
1,2047577,3
1,685113,4
1,1686060,5
1,151004,5
1,2126192,3
1,1981464,4
1,1862581,4
1,1255780,5
1,1962300,3
1,1515355,3
1,1001779,4
1,2093105,3
1,1123959,3
1,1876297,5
1,1364481,4
1,998236,5
1,328415,3
1,1347129,4
1,1117062,4
1,1033930,3
1,45117,5
1,1005769,5
1,712609,4
1,740495,4
1,2497991,4
1,1017324,4
1,120491,5
1,1645794,4
1,1658790,3
1,2451020,4
1,1878798,4
1,1790903,4
1,1254683,1
1,874943,5
1,121456,4
1,1140108,4
1,515436,1
1,272689,5
1,1247177,3
1,263240,3
1,2539549,3
1,2565654,5
1,334701,3
1,42921,3
1,2011399,5
1,433945,5
1,2151149,4
1,1415954,2
1,1086360,3
1,2419258,4
1,2380848,5
1,1550216,1
1,596533,5
1,287901,5
1,188613,4
1,1654508,3
1,1313126,5
1,51334,4
1,2374451,4
1,2031093,4
1,548064,5
1,946102,5
1,1790158,4
1,1403184,3
1,1535440,4
1,1426604,4
1,1815755,5
2,2059652,4
2,1666394,3
2,1759415,4
2,1959936,5
2,998862,4
2,2625420,2
2,573975,3
2,392722,4
2,1401650,4
2,988104,3
2,977632,4
2,2557870,4
2,1793899,5
2,1340535,5
2,1888322,5
2,1283598,3
2,1784150,4
2,2271251,5
2,65932,3
2,1828884,5
2,1878728,4
2,1922778,3
2,1176404,4
2,2265116,3
2,1078701,4
2,1832577,4
2,748922,5
2,1013802,1
2,1131325,2
2,2244378,4
2,494639,2
2,636262,1
2,1903158,4
2,220427,4
2,2439493,1
2,2225116,4
2,1445632,5
2,2592823,4
2,1288603,5
2,2556926,3
2,1190070,4
2,1312846,3
2,2226229,3
2,1563935,1
2,69809,5
2,1349753,3
2,785768,3
2,426476,5
2,810636,4
2,468713,5
2,222290,4
2,349407,5
2,311232,2
2,2596999,4
2,1025601,5
2,1743759,4
2,2385553,5
2,1374216,1
2,526466,4
2,2648861,3
2,1210631,3
2,2314531,4
2,618272,1
2,2532807,3
2,412535,4
2,1315005,4
2,1358911,5
2,507603,1
2,1507649,5
2,845529,5
2,1479907,5
2,236271,2
2,2422676,3
2,1636093,5
2,995594,5
2,1664010,4
2,2431481,3
2,1980668,5
2,402321,4
2,1344564,3
2,1632603,3
2,2567280,3
2,1623166,3
2,521932,4
2,105086,5
2,2072554,5
2,2231529,3
2,2103439,2
2,261764,1
2,193476,5
2,1576540,4
2,1783594,5
2,503334,4
2,183903,5
2,2606799,1
2,1236127,4
2,2375962,3
2,2212071,3
2,1252841,3
2,247898,5
2,970975,3
2,305344,1
2,1581186,4
2,1129620,3
2,584750,3
2,11409,5
2,1875495,2
2,1403217,2
2,2147527,1
2,2418486,4
2,1476323,5
2,2345723,4
2,2640085,5
2,1803154,2
2,1251170,2
2,527491,4
2,391517,4
2,1398626,3
2,828919,5
2,196494,5
2,715897,5
2,268917,2
2,41422,4
2,1806515,3
2,2118461,4
2,387418,1
2,2019055,5
2,348960,1
2,1167731,4
2,2468831,5
2,219925,4
2,1025193,5
2,630887,5
2,1461435,1
2,1838586,1
2,1515430,3
2,1807053,5
2,1172326,5
2,1785842,3
2,803752,3
2,1581265,3
2,515436,1
2,1824543,4
2,1283204,3
2,1272122,5
3,1025579,4
3,712664,5
3,1331154,4
3,2632461,3
3,44937,5
3,656399,4
3,439011,1
3,1436762,3
3,1644750,3
3,2031561,4
3,616720,4
3,2467008,4
3,975874,5
3,701730,2
3,1614320,4
3,115498,3
3,931626,2
3,699878,4
3,1694958,3
3,66414,5
3,2519847,5
3,948069,3
3,67315,4
3,704249,4
3,454417,4
3,1995318,3
3,2158448,5
3,574843,5
3,714960,4
3,620771,2
3,253876,4
3,1632700,4
3,603277,3
3,79160,4
3,1859725,4
3,283774,5
3,1983667,2
3,2267507,4
3,1813349,4
3,2424721,3
3,1275804,4
3,1204327,4
3,2143489,1
3,672980,5
3,166100,4
3,2537764,5
3,1650301,2
3,553931,4
3,214166,3
3,6689,4
3,109089,5
3,1854303,1
3,525003,5
3,2312349,4
3,188416,3
3,2213550,4
3,24344,4
3,2344483,4
3,531155,4
3,1959707,3
3,2120279,5
3,1977959,4
3,21983,4
3,2173816,1
3,78931,5
3,2145227,4
3,2463079,3
3,1286051,3
3,958104,4
3,489962,3
3,2297863,4
3,958382,4
3,248932,4
3,1756658,3
3,2579794,4
3,1628475,4
3,206809,5
3,1333,4
3,445828,2
3,2079559,5
3,1007809,4
3,1562675,1
3,1477923,4
3,44783,3
3,52540,1
3,2436327,2
3,1830211,4
3,1857979,2
3,1198785,2
3,870391,2
3,2164676,4
3,1281996,4
3,1853885,4
3,2646060,3
3,709342,4
3,1195585,5
3,1319527,5
3,1478381,4
3,1658752,3
3,41371,5
3,1479793,3
3,1406148,3
3,2446687,5
3,968796,3
3,2266857,3
3,1456369,4
3,1078792,4
3,104768,5
3,372528,3
3,2240742,5
3,1401399,4
3,402377,4
3,51230,4
3,2229289,4
3,2554745,4
3,1710932,3
3,1355097,4
3,1231910,3
3,2599552,4
3,1394444,5
3,1094443,2
3,77266,2
3,153249,4
3,2590630,3
3,2596383,3
3,2601294,4
3,2623268,4
3,1756597,5
3,1673185,3
3,2611525,3
3,2013198,4
3,1704175,4
3,2186436,2
3,2252223,5
3,780282,4
3,203667,5
3,2338873,5
3,479779,4
3,1927897,5
3,719833,4
3,871489,5
3,968765,5
3,1057518,4
3,257517,4
3,2003554,4
3,2203875,4
3,2213289,5
3,2630072,3
3,1142291,4
3,1733188,4
3,1614895,4
3,1947922,2
3,1036823,3
3,786312,3
3,1197233,2
3,1100037,3
3,1130826,3
3,620147,5
3,1479047,4
3,1221390,4
3,2193643,5
3,544496,2
3,357507,3
3,976059,3
3,820624,4
3,924839,5
3,966255,4
3,108052,4
3,375319,4
3,309333,4
3,1599030,5
3,2443370,4
3,871580,3
3,311641,1
3,532382,4
3,2378011,5
3,946970,4
3,175763,4
3,619721,4
3,1248452,3
3,1863843,2
3,1915354,4
3,920625,2
3,1100170,4
3,1733406,4
3,755319,3
3,1743030,3
3,309567,2
3,2096587,5
3,345869,4
3,1544094,5
3,1022903,4
3,290951,4
3,1737484,4
3,183215,4
3,2065639,4
3,250836,3
3,2126122,4
3,1206452,4
3,2068821,3
3,1924939,4
3,1940163,4
3,1033433,2
3,1213801,3
3,1045221,1
3,253037,3
3,341954,2
3,697945,4
3,1115632,3
3,2103655,3
3,2495200,5
3,714550,4
3,979820,1
3,514312,3
3,2025577,3
3,1589677,4
3,425033,3
3,2352327,4
3,156078,5
3,851855,4
3,2441707,3
3,1278394,4
3,962955,2
3,811218,5
3,636475,3
3,1087412,4
3,410537,4
3,1586499,3
3,917063,4
3,1023101,3
3,2393306,4
3,788774,4
3,2586963,4
3,2368791,3
3,244266,3
3,2622138,1
3,793228,4
3,1283965,4
3,2135038,4
3,722006,4
3,1511683,1
3,1939663,4
3,1763372,3
3,1834472,3
3,209549,5
3,515850,5
3,1455472,2
3,2301782,4
3,770921,5
3,297498,5
3,386510,5
3,2494367,2
3,1607574,4
3,1594095,4
3,1124822,4
3,544022,3
3,1817216,2
3,1931698,2
3,569099,3
3,1771085,2
3,604949,4
3,213541,3
3,790920,3
3,2554707,4
3,376148,5
3,1689439,5
3,2485566,5
3,2232958,4
3,2267858,3
3,1956967,4
3,2494005,2
3,323148,3
3,2158065,4
3,2370268,4
3,2152838,5
3,1407746,3
3,1666581,4
3,871548,5
3,2385706,4
3,1969676,5
3,1927329,5
3,1938559,5
3,199769,4
3,2576108,1
3,162854,4
3,215406,5
3,2095263,4
3,556045,5
3,817851,4
3,2491399,2
3,1134816,4
3,660454,4
3,581199,4
3,1545189,4
3,1929487,3
3,528384,5
3,2646115,3
3,727242,1
3,883478,1
3,247940,4
3,369761,3
3,1065126,4
3,1101467,4
3,393413,3
3,478176,4
3,1369550,3
3,2428502,4
3,282525,4
3,2085230,4
3,282522,3
3,2246070,3
3,532649,3
3,1053903,2
3,1521266,3
3,2303969,4
3,2580481,2
3,2551806,5
3,1749903,4
3,2549926,5
3,781779,3
3,22853,4
3,1788346,1
3,1858421,4
3,354704,3
3,841137,5
3,475797,4
3,1876156,3
3,769670,4
3,1272379,1
3,2170930,1
3,788185,3
3,336990,3
3,2625746,2
3,2627825,3
3,109124,4
3,834128,3
3,113694,4
3,32555,2
3,592671,3
3,2618956,4
3,1871063,2
3,2437901,3
3,951568,3
3,1314869,2
3,1370323,4
3,475143,4
3,1618217,5
3,1547807,3
3,968759,3
3,2299121,1
3,477486,3
3,1307784,4
3,1234622,4
3,164845,1
3,1318399,4
3,2178924,4
3,1022046,5
3,962342,4
3,636262,1
3,334051,4
3,665242,2
3,701615,3
3,1304280,4
3,2237185,4
3,2175436,3
3,406221,3
3,1926750,5
3,257250,4
3,1281248,2
3,2128386,4
3,179647,5
3,1029943,3
3,786695,4
3,1532433,4
3,2316025,3
3,2506266,5
3,1130920,5
3,1928584,4
3,35770,5
3,1055670,2
3,1740800,5
3,254887,4
3,187322,4
3,2361606,5
3,118694,3
3,1878820,3
3,2391686,3
3,126899,3
3,2269450,3
3,2130480,5
3,1819462,1
3,1130533,3
3,178511,2
3,1649641,3
3,1630448,2
3,2439493,1
3,2160278,3
3,767139,4
3,1025764,3
3,964865,4
3,500867,3
3,294943,4
3,176054,1
3,1697078,2
3,2031917,3
3,1068821,4
3,120004,3
3,1367949,2
3,1205848,4
3,1386457,3
3,1252571,3
3,283935,3
3,137360,2
3,1204833,5
3,504593,4
3,2141351,4
3,1873737,5
3,388752,4
3,2601604,4
3,2609783,4
3,478484,4
3,148844,4
3,253394,5
3,705026,3
3,1634333,5
3,2040306,4
3,44402,4
3,2040110,3
3,2052691,3
3,187834,3
3,2340535,4
3,489033,1
3,2526250,3
3,561923,3
3,2092379,4
3,1998346,4
3,1144273,4
3,328674,3
3,47512,4
3,2159701,4
3,2069119,4
3,1241521,3
3,1616563,4
3,1095071,4
3,1105606,4
3,1806991,5
3,169126,5
3,1386030,4
3,238740,3
3,2083665,2
3,2491723,4
3,1045551,3
3,1873176,5
3,965528,4
3,593454,4
3,2291427,3
3,1182116,3
3,2245500,2
3,677213,4
3,1927891,4
3,1163795,4
3,2079661,3
3,828724,4
3,2560039,3
3,704538,4
3,1873379,4
3,277990,4
3,1052493,4
3,1945838,4
3,1770331,5
3,2584024,3
3,1654540,4
3,2419782,3
3,2068749,3
3,2331444,3
3,1150223,5
3,755056,2
3,1646880,4
3,1506586,3
3,2267950,4
3,1188701,4
3,2531820,4
3,1848973,5
3,1024854,3
3,50123,3
3,631945,4
3,1122977,3
3,1486636,3
3,1374830,4
3,630174,4
3,1068377,5
3,2070019,4
3,1146281,4
3,1136807,4
3,1931131,5
3,2043472,4
3,1276114,3
3,1950189,3
3,1046918,5
3,1320942,5
3,2091987,2
3,2523426,5
3,808635,3
3,1149883,4
3,908840,5
3,61765,4
3,565510,3
3,2592894,4
3,1528420,4
3,563607,4
3,66230,3
3,1598429,2
3,593167,3
3,1765182,4
3,2264426,5
3,2427632,3
3,698713,4
3,510719,4
3,521461,3
3,1399261,3
3,1902658,4
3,2455107,3
3,728801,4
3,2138332,4
3,1963179,3
3,1057394,3
3,1741962,3
3,2415330,4
3,2429036,4
3,212591,4
3,1200589,3
3,2385738,3
3,275639,4
3,1177340,4
3,1412189,5
3,799974,4
3,808966,4
3,640743,3
3,126083,3
3,755976,4
3,1210264,4
3,207781,4
3,1252629,4
3,1551753,3
3,380673,3
3,2552842,4
3,783779,4
3,2201544,4
3,1449353,3
3,528750,4
3,1931520,4
3,2258411,3
3,1797618,4
3,1489854,4
3,204178,4
3,2569181,4
3,1248503,4
3,2630979,4
3,2261427,3
3,2412908,2
3,2306157,5
3,952156,5
3,2282361,5
3,1698103,4
3,1903324,1
3,1387650,3
3,2322625,4
3,1542242,4
3,572124,4
3,2607695,4
3,2331728,3
3,222897,4
3,2159596,5
3,1270144,4
3,1012590,2
3,410618,2
3,2261134,3
3,1590745,3
3,1871017,5
3,818752,4
3,1048289,3
3,28995,4
3,1517590,4
3,1416480,3
3,2600868,3
3,650828,3
3,1606088,1
3,776473,4
3,1531396,4
3,2415196,3
3,573330,4
3,1471616,5
3,2197203,4
3,2369629,4
3,1404157,1
3,1427751,3
3,780687,4
3,115108,3
3,306622,5
3,1246260,3
3,1312336,4
3,664185,4
3,975911,4
3,132691,4
3,2564320,3
3,493009,3
3,766872,5
3,2176039,3
3,767052,3
3,1265961,4
3,2457095,1
3,1791461,4
3,2353520,4
3,1760074,4
3,277837,2
3,2573212,3
3,1460897,4
3,1828803,3
3,133322,4
3,596255,1
3,170874,4
3,2370423,4
3,939186,3
3,1208920,3
3,1766721,5
3,1218004,4
3,2596745,4
3,745661,2
3,2235676,4
3,1446775,4
3,2141037,5
3,660962,4
3,1346995,5
3,1982434,3
3,2421781,3
3,1148318,4
3,769824,4
3,499971,5
3,1105029,3
3,1611056,3
3,789530,5
3,1742530,4
3,1437916,4
3,226609,5
3,2380272,4
3,2261864,4
3,1868998,5
3,2538387,3
3,188104,3
3,1114552,3
3,2323050,3
3,253900,5
3,1816177,5
3,2427438,4
3,528343,3
3,163515,4
3,974525,3
3,2206130,4
3,2309882,4
3,1787324,5
3,1764923,4
3,1215094,4
3,2589029,3
3,344444,3
3,1301832,4
3,87664,3
3,192539,4
3,1426472,4
3,1614939,3
3,2369855,4
3,522534,2
3,1098735,2
3,1262754,4
3,761585,4
3,1560333,4
3,1204995,3
3,1327359,3
3,2013314,4
3,130968,4
3,364140,4
3,2632269,5
3,494633,4
3,1500112,4
3,1599561,4
3,1316434,4
3,2515053,3
3,1171843,5
3,234141,2
3,1668888,5
3,968745,3
3,546933,4
3,1392235,4
3,6384,3
3,745706,3
3,608018,5
3,1674012,3
3,2494445,3
3,1076614,3
3,2189341,3
3,749164,4
3,2616210,2
3,307313,5
3,2496050,4
3,299857,3
3,967839,2
3,919805,4
3,282268,4
3,2053378,3
3,1774181,4
3,1533440,4
3,2541654,3
3,237824,3
3,1080789,3
3,2604320,5
3,6510,3
3,414045,5
3,81036,4
3,1187347,2
3,2163577,3
3,936199,3
3,747695,4
3,787391,4
3,2320915,4
3,2578149,3
3,2343458,5
3,2163341,4
3,2629551,5
3,1888597,4
3,313158,5
3,2641668,4
3,1917839,3
3,504296,3
3,2431172,5
3,1994646,4
3,46360,5
3,173571,5
3,1080008,3
3,1085488,4
3,1731912,4
3,1527679,4
3,1434479,5
3,2311464,3
3,1394194,3
3,2430230,5
3,330329,5
3,525648,4
3,1529214,3
3,952748,4
3,1031887,4
3,2354593,2
3,341649,3
3,2476384,3
3,595870,1
3,618288,5
3,592281,3
3,1174779,4
3,2146656,1
3,1813526,5
3,41947,3
3,532710,3
3,502145,4
3,1578883,5
3,1722588,5
3,2335640,3
3,1214640,3
3,174107,4
3,1580424,4
3,1566551,4
3,718211,4
3,986066,3
3,1139969,3
3,2464102,5
3,1800842,5
3,1321352,4
3,1507034,3
3,1591987,3
3,1830000,5
3,106442,2
3,285765,4
3,235124,4
3,2012052,5
3,1180049,3
3,620063,5
3,2552319,3
3,2235548,2
3,634604,5
3,820357,5
3,657582,4
3,2334738,5
3,1053090,4
3,1606520,3
3,46567,4
3,303270,2
3,1388915,4
3,470596,3
3,1969536,5
3,1541638,4
3,2588486,3
3,214262,3
3,701692,3
3,10996,2
3,2054241,4
3,1343649,4
3,1973244,4
3,659526,4
3,842962,4
3,2243988,4
3,2639813,3
3,1255155,4
3,2359486,4
3,1767741,4
3,975790,4
3,694149,3
3,1650580,4
3,2168594,3
3,2476740,4
3,382660,4
3,1364733,5
3,2118126,2
3,1799047,3
3,895914,3
3,1241999,4
3,1209934,4
3,945888,4
3,1007254,4
3,336842,4
3,1948594,4
3,1982967,2
3,2510089,4
3,957941,3
3,1444657,4
3,213486,4
3,969759,5
3,788698,3
3,2078462,3
3,2381019,5
3,931055,3
3,1684416,4
3,2357357,2
3,1664010,5
3,1573289,4
3,577547,5
3,939840,3
3,601868,4
3,1434651,3
3,1096430,2
3,586741,3
3,1043428,2
3,822575,4
3,2567000,2
3,907023,4
3,1924500,2
3,134288,3
3,1662102,4
3,2249828,3
3,2424335,3
3,1071305,4
3,556534,3
3,2180134,5
3,1361124,5
3,576990,1
3,2446163,3
3,317848,4
3,937412,5
3,1968068,4
3,395098,2
3,1523143,5
3,1872926,3
3,1735700,4
3,1524620,3
3,212652,5
3,1207990,4
3,2007573,4
3,2363785,4
3,1582905,5
3,480206,4
3,1583947,4
3,2121501,5
3,1808876,4
3,2045112,1
3,791029,3
3,122302,5
3,1648933,4
3,517794,4
3,2263838,4
3,105322,2
3,1598669,3
3,599635,4
3,689205,4
3,1114669,3
3,2088375,3
3,1838839,3
3,373441,5
3,918187,5
3,1241131,5
3,2535238,4
3,2490563,3
3,2130988,5
3,1304156,3
3,1249592,4
3,2140261,2
3,773165,4
3,1610234,1
3,594196,5
3,853383,4
3,592455,2
3,1730699,4
3,2456574,4
3,2477231,4
3,1679973,3
3,877394,4
3,606570,4
3,2490049,3
3,552356,3
3,127911,2
3,1419705,4
3,963611,4
3,1189199,3
3,1925002,4
3,873713,1
3,2325455,4
3,1645664,1
3,2318004,4
3,1107183,5
3,2296192,4
3,734381,5
3,25049,4
3,2050199,3
3,360757,3
3,580784,3
3,286684,3
3,273641,3
3,2318471,3
3,400785,3
3,1071088,4
3,1887644,4
3,1825647,4
3,2028133,4
3,1982293,5
3,818615,4
3,2142951,4
3,1848868,4
3,2573391,3
3,1309777,4
3,40112,4
3,2385945,3
3,1627242,4
3,500866,4
3,271028,4
3,691212,4
3,675111,3
3,177615,4
3,2387369,4
3,2212303,3
3,1897386,3
3,396140,4
3,1822608,3
3,1190391,5
3,1502301,4
3,966716,5
3,1901682,4
3,2360612,4
3,289419,5
3,1508115,4
3,1300105,3
3,2638972,4
3,565401,5
3,950631,3
3,250597,4
3,2011181,4
3,238130,3
3,318409,2
3,2546859,3
3,799810,2
3,1998128,4
3,1824009,5
3,2625471,4
3,2382844,5
3,2460844,3
3,2532041,4
3,2303590,3
3,771637,3
3,1196471,5
3,252818,4
3,2072907,4
3,191678,5
3,368786,3
3,1935793,1
3,2127528,5
3,14035,5
3,2509302,5
3,2393981,4
3,2506048,4
3,2253090,3
3,2440601,4
3,2182390,4
3,2219240,3
3,759509,2
3,1753949,3
3,2616793,5
3,1279413,5
3,1961586,4
3,1788052,5
3,2623717,4
3,446889,3
3,780253,2
3,2113709,4
3,66852,3
3,707012,5
3,2315555,3
3,483380,4
3,1940324,4
3,916101,2
3,377975,3
3,2620317,4
3,1204665,4
3,53663,3
3,1255507,4
3,332805,4
3,349821,4
3,1739440,4
3,1431663,4
3,1708442,4
3,1011106,4
3,1904916,4
3,859412,5
3,1663717,3
3,168939,5
3,2568375,4
3,1001461,3
3,693162,3
3,2306557,4
3,1425295,3
3,2319412,5
3,2171387,5
3,5225,4
3,2541854,5
3,797889,4
3,1667341,4
3,1168312,4
3,679042,4
3,2349577,4
3,854949,4
3,2291306,2
3,2310747,4
3,282736,4
3,2498387,3
3,244062,3
3,1788839,4
3,2470497,4
3,2001318,4
3,340279,4
3,1672270,3
3,300962,5
3,1114714,4
3,1717162,2
3,2046267,3
3,902495,5
3,824980,2
3,427346,4
3,531125,1
3,2178437,4
3,423402,3
3,939439,4
3,2216837,4
3,195008,4
3,1477176,3
3,2550711,3
3,2394410,3
3,673040,3
3,653682,3
3,458859,4
3,1765372,4
3,850959,4
3,171881,5
3,333257,4
3,513050,3
3,2397497,5
3,718564,3
3,565962,5
3,1746477,4
3,1967585,3
3,1600170,3
3,1432546,4
3,1409864,5
3,542345,4
3,1972244,3
3,1912781,5
3,1699645,4
3,815695,4
3,320972,5
3,1662883,3
3,1269998,3
3,1520403,4
3,2253583,3
3,1113667,4
3,513930,3
3,1055669,5
3,382405,4
3,1424177,5
3,1341822,3
3,186973,5
3,1377693,5
3,2340579,3
3,1514528,4
3,465276,5
3,1233239,5
3,450285,4
3,2567571,1
3,2646591,4
3,323983,4
3,1988071,5
3,2176634,4
3,2002948,3
3,1448818,3
3,273047,2
3,1560653,4
3,1240730,4
3,1528767,4
3,1957291,2
3,2331421,4
3,1317671,3
3,356515,3
3,1907559,3
3,2133574,3
3,1264021,4
3,831364,5
3,1254363,4
3,384821,4
3,2625327,3
3,821727,4
3,1218968,3
3,204104,5
3,1591925,4
3,442911,3
3,2153128,3
3,2131774,2
3,1139925,5
3,91245,4
3,2089599,1
3,752702,1
3,86901,4
3,2059660,5
3,588344,5
